2207774,1,5,12940
2590061,1,3,12642
804919,1,4,12579
372233,1,5,13110
558634,1,4,12766
1227322,1,4,12454
814701,1,5,13055
808731,1,4,13087
1537427,1,4,12506
2421815,1,2,12474
2179073,1,3,12659
1434636,1,3,12539
2647871,1,4,13147
470232,1,4,12516
4326,1,4,13085
584542,1,5,12815
1421006,1,3,12998
636262,1,1,13052
421374,1,5,12739
1871179,1,3,12760
2287003,1,5,12772
893742,1,4,12900
320540,1,2,12990
595778,1,3,12480
514495,1,4,12886
1989766,1,4,12972
991423,1,4,12715
1564395,1,4,12973
1763921,1,5,12548
369646,1,5,12903
259799,1,4,12957
2631796,1,4,13053
1743210,1,5,13048
1137010,1,4,12696
134001,1,4,12909
1805202,1,4,13059
1435717,1,5,13006
87113,1,2,13047
1343170,1,5,12840
638824,1,5,12557
2605190,1,5,13092
921487,1,2,12618
1605780,1,4,12678
1824044,1,4,12537
2054180,1,3,12608
1751103,1,4,12635
444411,1,3,12666
358776,1,4,13108
1366860,1,4,12443
1059319,1,3,13066
308753,1,5,13087
1201176,1,4,12905
1255780,1,5,12870
2093105,1,3,12586
2497991,1,4,12971
874943,1,5,12864
121456,1,4,12892
1550216,1,1,12821
1313126,1,5,12900
1403184,1,3,13099
573975,2,3,12985
2244378,2,4,12823
810636,2,4,12898
2648861,2,3,12928
1358911,2,5,13130
1507649,2,5,12831
1479907,2,5,12842
2422676,2,3,12880
402321,2,4,12891
1623166,2,3,12824
2072554,2,5,12908
193476,2,5,12865
1783594,2,5,12849
183903,2,5,12813
1252841,2,3,12820
247898,2,5,12979
1398626,2,3,13113
268917,2,2,12937
1807053,2,5,12898
1172326,2,5,12952
253876,3,4,13088
79160,3,4,12975
166100,3,4,12769
6689,3,4,12103
109089,3,5,12199
78931,3,5,12242
52540,3,1,12133
1479793,3,3,12435
104768,3,5,12381
2590630,3,3,12335
2186436,3,2,12529
1142291,3,4,13017
2378011,3,5,12444
309567,3,2,12179
2065639,3,4,12510
2068821,3,3,12933
1115632,3,3,12380
2103655,3,3,12265
1278394,3,4,12210
1023101,3,3,12268
1101467,3,4,12262
22853,3,4,12458
475797,3,4,12549
1876156,3,3,12795
769670,3,4,12802
109124,3,4,12854
113694,3,4,12946
951568,3,3,12627
1029943,3,3,13087
1068821,3,4,13085
2141351,3,4,13025
1873737,3,5,12470
478484,3,4,12611
148844,3,4,12997
47512,3,4,12965
1806991,3,5,12404
965528,3,4,12426
2419782,3,3,12493
2331444,3,3,12118
1122977,3,3,12463
630174,3,4,12724
1068377,3,5,12491
2523426,3,5,12565
593167,3,3,12215
1412189,3,5,12820
1931520,3,4,12445
2261427,3,3,12172
2607695,3,4,12200
2564320,3,3,12185
767052,3,3,12446
1742530,3,4,13053
1437916,3,4,13129
1816177,3,5,12847
2427438,3,4,12382
1787324,3,5,12462
1392235,3,4,12470
2494445,3,3,12914
1888597,3,4,12978
313158,3,5,12195
330329,3,5,12698
2476384,3,3,12806
595870,3,1,12812
592281,3,3,12176
1174779,3,4,12359
1566551,3,4,12200
1800842,3,5,12529
1507034,3,3,12858
1830000,3,5,12985
303270,3,2,12226
336842,3,4,12932
1948594,3,4,13084
931055,3,3,12881
1096430,3,2,12530
2446163,3,3,13080
937412,3,5,12233
1524620,3,3,12457
2045112,3,1,12510
2490563,3,3,12699
25049,3,4,12555
273641,3,3,12338
2573391,3,3,12159
1822608,3,3,12205
2011181,3,4,12489
2460844,3,3,12456
1196471,3,5,12317
368786,3,3,12827
2393981,3,4,12504
66852,3,3,12435
349821,3,4,13047
1739440,3,4,12157
1708442,3,4,12528
1663717,3,3,12114
168939,3,5,12340
5225,3,4,12971
2394410,3,3,12364
333257,3,4,12972
1746477,3,4,12669
1269998,3,3,12118
384821,3,4,12478
406219,3,3,12562
1167852,3,5,12697
1822349,3,2,12787
966771,3,4,12843
341587,3,4,12570
296193,3,4,13104
789014,3,1,12094
545026,3,4,13072
2194081,3,4,12553
1687564,3,4,12171
1662118,3,2,12893
538741,3,4,12356
560851,3,4,12633
2645530,3,3,12692
203011,3,5,12097
1240995,3,4,12285
401681,3,3,12443
788321,3,3,12618
74441,3,4,12459
2483219,3,3,12835
946691,3,4,12905
2438229,3,4,12206
1869907,3,5,12711
1040848,3,4,12272
2386085,3,3,13022
1189371,3,3,12626
501174,3,4,13019
1886074,3,3,12247
1940461,3,3,12297
1191821,3,3,12176
1218159,3,4,12682
1075444,3,3,12459
667422,3,4,13047
1390438,3,5,13059
16229,3,4,13096
2096537,3,4,12489
1546923,3,4,12150
1830265,3,3,12571
2143622,3,3,12779
1964540,3,5,12566
115267,3,4,12347
541826,3,5,12240
835881,3,4,12337
2318282,3,3,12815
1560852,3,1,12205
2192258,3,4,13038
1939561,3,5,12585
2186537,3,2,12842
1687201,3,4,12641
540807,3,5,12488
1331628,3,4,12129
2214337,3,4,12863
1984465,3,4,13087
2032162,3,2,12206
1668623,3,5,12264
1470425,3,4,12510
931256,3,4,12752
168829,3,5,12367
1507727,3,2,12137
2468303,3,4,12268
1736609,3,2,12759
1985710,3,3,12850
1334851,3,4,13017
2396324,3,3,12675
2023200,3,3,12743
254465,3,4,12768
1707198,3,4,12772
188514,3,5,12414
2423287,3,3,12419
2495357,3,3,12642
964676,3,3,12448
201338,3,3,12591
100006,3,3,12900
407204,3,2,13110
668703,3,5,12521
704856,3,4,12286
371061,3,4,12554
2374464,3,4,12446
410199,4,5,12707
848193,4,4,12492
1893150,4,5,12512
1465754,4,3,12795
2359084,4,3,12875
721992,4,4,12647
929092,4,3,12629
1807693,4,2,12834
2404644,4,3,12536
305416,4,4,12911
2616793,4,2,12724
165720,4,2,12587
2267322,4,1,12406
1278390,4,4,12760
2487182,4,2,12813
433955,4,2,12584
1057551,4,2,12751
1629989,4,2,12636
1097846,4,1,12869
1409354,5,3,12900
589967,5,4,12944
1454357,5,4,13005
1310327,5,4,12820
1422810,5,4,12779
119496,5,5,12816
2064033,5,1,13076
1148739,5,5,12746
482328,5,5,12802
467152,5,5,12967
952944,5,3,13136
1085863,5,3,12832
2647871,5,5,12912
2523436,5,5,13121
57332,5,5,12882
2446265,5,4,13011
892663,5,5,12789
2648650,5,3,12898
852374,5,5,12779
2091844,5,4,13123
1135243,5,3,12879
94714,5,3,12823
1302057,5,5,12929
1578746,5,5,12771
1982026,5,5,12805
1718751,5,4,13086
2080842,5,2,13010
611870,5,4,12745
1599245,5,5,12780
473435,5,5,12825
2255167,5,5,12885
2062763,5,4,12890
429061,5,4,12755
762066,5,5,13025
163602,5,3,12817
824811,5,5,12888
1452127,5,5,12967
1772324,5,3,13096
2591418,5,5,12824
1128620,5,5,13059
2403154,5,4,13022
1648423,5,5,12813
1716193,5,5,12793
371814,5,5,12888
2254940,5,4,12840
760605,5,3,12856
514495,5,3,12886
1458517,5,1,13118
2411773,5,3,13034
1640334,5,4,13127
117779,5,5,12758
1160178,5,5,13038
1206822,5,5,12840
2097763,5,4,12988
900726,5,4,12857
634883,5,5,12820
1116538,5,5,12766
1190391,5,3,12966
1001775,5,4,12840
2145693,5,5,13063
963361,5,4,12910
3321,5,4,13035
896146,5,5,12943
1532001,5,1,13030
2560342,5,3,12868
1112588,5,5,12771
2627828,5,4,12981
1390458,5,5,12853
261262,5,2,12795
2452799,5,4,12983
2434422,5,3,13015
759737,5,3,13044
1823592,5,5,12824
1605584,5,4,13051
1597057,5,5,12782
208850,5,5,12775
383108,5,1,12963
1070779,5,5,13023
99310,5,3,12796
997543,5,4,12779
2033036,5,4,13062
473490,5,4,12858
2628777,5,4,13033
590466,5,5,13062
209999,5,5,13114
868608,5,4,13014
2365445,5,5,12815
2576340,5,3,12944
1073396,5,4,12853
1518510,5,5,12948
931475,5,1,12806
364983,5,5,13043
1934002,5,1,13140
